,rating,movieId,title,genres
7571,4.0,7936.0,Shame (Skammen) (1968),Drama|War
7572,4.0,7937.0,"Silence, The (Tystnaden) (1963)",Drama
7573,4.0,7938.0,Winter Light (Nattvardsgästerna) (1963),Drama
7574,5.0,7939.0,Through a Glass Darkly (Såsom i en spegel) (1961),Drama
7575,4.0,7940.0,"Magician, The (Ansiktet) (1958)",Drama
7576,5.0,7941.0,Smiles of a Summer Night (Sommarnattens leende) (1955),Comedy|Romance
7577,5.0,7942.0,Summer with Monika (Sommaren med Monika) (1953),Drama|Romance
7578,2.0,7943.0,"Killers, The (1946)",Crime|Film-Noir
7579,3.0,7944.0,"Night of the Iguana, The (1964)",Drama|Thriller
7580,3.0,7945.0,Freud: The Secret Passion (1962),Drama
7581,3.0,7946.0,Reflections in a Golden Eye (1967),Drama
7582,4.0,7947.0,Under the Volcano (1984),Drama
7583,3.0,7948.0,Wise Blood (1979),Comedy|Drama
7584,4.0,7949.0,"Yakuza, The (1975)",Drama
7585,4.0,7950.0,"Better Place, A (1997)",Drama
7586,4.0,7951.0,Nightbreed (1990),Fantasy|Horror
7587,5.0,7952.0,Beyond the Door II (Schock) (Shock) (Suspense) (1977),Horror
7588,2.0,7953.0,Rabid Dogs (Kidnapped) (Cani arrabbiati) (1974),Drama|Thriller
7589,4.0,7954.0,"Baron Blood (Orrori del castello di Norimberga, Gli) (1972)",Horror
7590,4.0,7958.0,Bloody Mama (1970),Crime|Drama
7591,5.0,7959.0,"Trip, The (1967)",Drama
7592,3.0,7976.0,Ken Park (2002),Drama
7593,4.0,7979.0,Monterey Pop (1968),Documentary|Musical
7594,5.0,7980.0,"Bridge Too Far, A (1977)",Action|Drama|War
7595,4.0,7981.0,Infernal Affairs (Mou gaan dou) (2002),Crime|Drama|Thriller
7596,3.0,7982.0,"Tale of Two Sisters, A (Janghwa, Hongryeon) (2003)",Drama|Horror|Mystery|Thriller
7597,5.0,7983.0,Broadway Danny Rose (1984),Comedy
7598,3.0,7984.0,From Beyond (1986),Horror|Sci-Fi
7599,3.0,7985.0,"Wonderful Ice Cream Suit, The (1998)",Children|Comedy|Fantasy
7600,3.0,7986.0,Robot Jox (1990),Sci-Fi
7601,3.0,7987.0,Dolls (1987),Horror
7602,4.0,7988.0,Space Truckers (1996),Comedy|Sci-Fi
7603,4.0,7989.0,Not of This Earth (1988),Sci-Fi
7604,3.0,7990.0,Rock 'N' Roll High School (1979),Comedy|Musical
7605,3.0,7991.0,Death Race 2000 (1975),Action|Sci-Fi
7606,3.0,7992.0,Cockfighter (1974),Drama
7607,3.0,7993.0,"Bucket Of Blood, A (1959)",Comedy|Horror
7608,4.0,7994.0,"Premature Burial, The (1962)",Horror
7609,3.0,7995.0,"Wild Angels, The (1966)",Action|Drama
7610,4.0,8003.0,Bedlam (1946),Drama|Horror
7611,4.0,8004.0,Planet of the Vampires (Terrore nello spazio) (1965),Horror|Sci-Fi
7612,3.0,8007.0,Pure Country (1992),Drama|Musical|Romance
7613,3.0,8008.0,Brigadoon (1954),Fantasy|Musical|Romance
7614,3.0,8009.0,Marjorie Morningstar (1958),Drama
7615,3.0,8010.0,"Power of One, The (1992)",Drama
7616,5.0,8011.0,"Weather Underground, The (2002)",Documentary
7617,3.0,8012.0,Kikujiro (Kikujirô no natsu) (1999),Comedy|Drama
7618,4.0,8013.0,I'm with Lucy (2002),Comedy|Romance
7619,4.0,8014.0,"Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom) (2003)",Drama
7620,3.0,8015.0,"Phantom Tollbooth, The (1970)",Adventure|Animation|Children|Fantasy
7621,4.0,8016.0,"Getaway, The (1972)",Action|Crime|Drama|Thriller
7622,4.0,8017.0,10 Rillington Place (1971),Crime|Drama|Thriller
7623,3.0,8019.0,Dark Water (Honogurai mizu no soko kara) (2002),Drama|Horror|Mystery|Thriller
7624,5.0,8024.0,"Thing Called Love, The (1993)",Comedy|Drama|Romance
7625,3.0,8025.0,"Thief, The (Vor) (1997)",Drama
7626,3.0,8033.0,How to Steal a Million (1966),Comedy|Crime|Romance
7627,4.0,8035.0,"Stendhal Syndrome, The (Sindrome di Stendhal, La) (1996)",Crime|Horror|Thriller
7628,3.0,8037.0,Non-Stop (1996),Action|Comedy|Crime
7629,4.0,8038.0,Manslaughter (1922),Drama
7630,3.0,8039.0,Support Your Local Sheriff! (1969),Comedy|Western
7631,3.0,8040.0,Brain Donors (1992),Comedy
7632,3.0,8041.0,Passed Away (1992),Comedy
7633,3.0,8042.0,Mean Streets (1973),Crime|Drama
7634,1.0,8043.0,Jack the Bear (1993),Comedy|Drama
7635,3.0,8044.0,I Am a Fugitive from a Chain Gang (1932),Crime|Drama|Film-Noir
7636,3.0,8045.0,Hamburger Hill (1987),Action|Drama|War
7637,4.0,8055.0,"Last Broadcast, The (1998)",Horror|Mystery|Thriller
7638,2.0,8056.0,Harper (1966),Crime|Drama|Mystery
7639,3.0,8057.0,Sweet Bird of Youth (1962),Drama
7640,3.0,8062.0,Dahmer (2002),Drama|Horror|Thriller
7641,3.0,8063.0,Paradise (1991),Drama
7642,5.0,8068.0,Sundays and Cybele (Les dimanches de Ville d'Avray) (1962),Drama
7643,2.0,8069.0,Comes a Horseman (1978),Drama|Romance|Western
7644,3.0,8070.0,Grill Point (Halbe Treppe) (2002),Drama
7645,1.0,8092.0,Frankenstein Unbound (1990),Drama|Horror|Sci-Fi
7646,5.0,8093.0,Shiri (Swiri) (1999),Action|Drama|Romance|Thriller
7647,4.0,8094.0,Bad Day at Black Rock (1955),Drama|Thriller|Western
7648,3.0,8095.0,"Cucaracha, La (1998)",Thriller
7649,3.0,8117.0,In China They Eat Dogs (I Kina spiser de hunde) (1999),Action|Comedy
7650,4.0,8118.0,Delta Force 2 (Delta Force 2: The Colombian Connection) (1990),Action|Adventure|Thriller|War
7651,1.0,8119.0,Crossroads (1986),Drama
7652,3.0,8120.0,29th Street (1991),Comedy
7653,3.0,8121.0,"Seducing Doctor Lewis (Grande séduction, La) (2003)",Comedy
7654,3.0,8122.0,City Limits (1984),Action|Sci-Fi
7655,3.0,8123.0,Sammy and Rosie Get Laid (1987),Comedy|Drama
7656,3.0,8124.0,Leaving Normal (1992),Comedy|Drama
7657,3.0,8125.0,Sunrise: A Song of Two Humans (1927),Drama|Romance
7658,3.0,8126.0,Shock Corridor (1963),Drama
7659,4.0,8127.0,"First $20 Million Is Always the Hardest, The (2002)",Comedy
7660,3.0,8128.0,Au revoir les enfants (1987),Drama
7661,3.0,8129.0,Sex: The Annabel Chong Story (1999),Documentary
7662,4.0,8130.0,"Girl Next Door, The (1999)",Documentary
7663,2.0,8131.0,Pursuit of Happiness (2001),Comedy|Romance
7664,4.0,8132.0,Gladiator (1992),Action|Drama
7665,4.0,8133.0,"Inheritance, The (Arven) (2003)",Drama
7666,3.0,8134.0,Wonderful Days (a.k.a. Sky Blue) (2003),Animation|Sci-Fi
7667,3.0,8136.0,Indestructible Man (1956),Crime|Horror|Sci-Fi
7668,3.0,8137.0,"Wasp Woman, The (1959)",Horror|Sci-Fi
7669,4.0,8138.0,Attack of the Giant Leeches (1959),Horror|Sci-Fi
7670,4.0,8139.0,Deranged (1974),Horror|Thriller
7671,3.0,8140.0,The Cruel Sea (1953),Drama|War
7672,1.0,8141.0,Sodom and Gomorrah (1962),Adventure|Drama
7673,2.0,8142.0,Dead or Alive: Hanzaisha (1999),Action|Crime
7674,3.0,8143.0,Lola Montès (1955),Drama
7675,3.0,8147.0,Charly (1968),Drama|Sci-Fi
7676,3.0,8148.0,Twice Upon a Time (1983),Animation|Fantasy
7677,1.0,8149.0,"Atlantis, the Lost Continent (1961)",Adventure|Sci-Fi
7678,3.0,8153.0,Lust for Life (1956),Drama
7679,3.0,8154.0,"Dolce Vita, La (1960)",Drama
7680,3.0,8157.0,Jin Roh: The Wolf Brigade (Jin-Rô) (1998),Animation|Fantasy|Thriller
7681,2.0,8158.0,Rush (1991),Crime|Drama
7682,1.0,8167.0,Captain Blood (1935),Action|Adventure|Romance
7683,3.0,8168.0,"Lift, De (1983)",Horror|Thriller
7684,3.0,8169.0,*batteries not included (1987),Children|Comedy|Fantasy|Sci-Fi
7685,3.0,8183.0,Educating Rita (1983),Comedy|Drama
7686,1.0,8187.0,On Moonlight Bay (1951),Comedy|Musical
7687,2.0,8188.0,Sansho the Bailiff (Sanshô dayû) (1954),Drama
7688,3.0,8189.0,Zazie dans le métro (1960),Comedy
7689,3.0,8190.0,"Americanization of Emily, The (1964)",Comedy|Drama|War
7690,4.0,8191.0,Anne of the Thousand Days (1969),Drama
7691,5.0,8194.0,Baby Doll (1956),Drama
7692,1.0,8195.0,"Avventura, L' (Adventure, The) (1960)",Drama|Mystery|Romance
7693,4.0,8196.0,Beyond the Valley of the Dolls (1970),Comedy|Horror
7694,1.0,8197.0,Hiroshima Mon Amour (1959),Drama|Romance|War
7695,3.0,8198.0,"1000 Eyes of Dr. Mabuse, The (Die 1000 Augen des Dr. Mabuse) (1960)",Crime|Horror|Mystery|Thriller
7696,3.0,8199.0,Ugetsu (Ugetsu monogatari) (1953),Drama|Thriller
7697,4.0,8201.0,At Play in the Fields of the Lord (1991),Drama
7698,1.0,8202.0,"Golden Coach, The (Le carrosse d'or) (1953)",Comedy|Drama|Romance
7699,4.0,8203.0,"War Is Over, The (Guerre est finie, La) (1966)",Drama
7700,4.0,8206.0,Mystery of the Wax Museum (1933),Horror
7701,4.0,8207.0,"Day of the Jackal, The (1973)",Crime|Thriller
7702,2.0,8208.0,"Razor's Edge, The (1946)",Drama
7703,3.0,8220.0,"Walking Dead, The (1936)",Crime|Horror|Sci-Fi
7704,2.0,8221.0,War of the Buttons (1994),Adventure|Children|Drama
7705,4.0,8222.0,"Other, The (1972)",Drama|Horror|Mystery
7706,3.0,8224.0,"Dexter the Dragon & Bumble the Bear (a.k.a. Dragon That Wasn't (Or Was He?), The) (Als je begrijpt wat ik bedoel) (1983)",Animation|Children|Fantasy
7707,1.0,8225.0,Night of the Living Dead (1990),Horror
7708,3.0,8227.0,Drums Along the Mohawk (1939),Adventure|War|Western
7709,3.0,8228.0,"Maltese Falcon, The (a.k.a. Dangerous Female) (1931)",Mystery
7710,2.0,8232.0,I Love You Again (1940),Comedy|Drama
7711,3.0,8235.0,Safety Last! (1923),Action|Comedy|Romance
7712,3.0,8236.0,While the City Sleeps (1956),Drama|Film-Noir
7713,4.0,8237.0,"Way Ahead, The (a.k.a. The Immortal Battalion) (1944)",Drama|War
7714,3.0,8238.0,Little Murders (1971),Comedy|Crime
7715,4.0,8239.0,Viridiana (1961),Comedy|Drama
7716,1.0,8240.0,Totally F***ed Up (1993),Drama
7717,4.0,8241.0,Masterminds (1997),Action|Comedy|Thriller
7718,3.0,8252.0,You're a Big Boy Now (1966),Comedy|Drama
7719,4.0,8253.0,Lupin III: The Castle Of Cagliostro (Rupan sansei: Kariosutoro no shiro) (1979),Action|Adventure|Animation|Comedy|Crime|Mystery
7720,3.0,8254.0,Arizona Dream (1993),Comedy|Drama|Fantasy|Romance
7721,1.0,8255.0,Chaos (Kaosu) (1999),Crime|Mystery|Thriller
7722,3.0,8256.0,Queen Christina (1933),Drama|Romance
7723,3.0,8257.0,Battleground (1949),Action|Drama|War
7724,2.0,8258.0,Citizen Toxie: The Toxic Avenger IV (2000),Action|Comedy|Horror
7725,3.0,8259.0,Hooper (1978),Action|Comedy
7726,4.0,8260.0,"Crazy Stranger, The (Gadjo Dilo) (1997)",Comedy|Drama
7727,3.0,8261.0,3 Women (Three Women) (1977),Drama
7728,3.0,8262.0,"Green Pastures, The (1936)",Drama
7729,3.0,8263.0,Take Me Out to the Ball Game (1949),Comedy|Musical|Romance
7730,1.0,8264.0,Grey Gardens (1975),Documentary
7731,3.0,8265.0,Frogs (1972),Drama|Horror|Mystery|Thriller
7732,2.0,8266.0,Purple Rain (1984),Drama|Musical
7733,3.0,8267.0,Signs of Life (Lebenszeichen) (1968),Drama
7734,3.0,8268.0,Point of No Return (1993),Action|Thriller
7735,3.0,8269.0,Short Time (1990),Comedy
7736,3.0,8270.0,"Hairdresser's Husband, The (Le mari de la coiffeuse) (1990)",Comedy|Drama|Romance
7737,3.0,8272.0,Cromwell (1970),Drama
7738,3.0,8273.0,"Tale of Ham and Passion, A (Jamón, Jamón) (1992)",Comedy|Drama|Romance
7739,3.0,8275.0,College (1927),Comedy
7740,4.0,8290.0,Mitchell (1975),Action|Crime
7741,3.0,8291.0,Agatha Christie's 'Ten Little Indians' (Ten Little Indians) (And Then There Were None) (1965),Mystery
7742,3.0,8292.0,"Idiot, The (Hakuchi) (1951)",Crime|Drama|Romance
7743,4.0,8293.0,Used People (1992),Comedy|Drama
7744,2.0,8294.0,"Swan, The (1956)",Comedy|Drama|Romance
7745,4.0,8295.0,"Most Dangerous Game, The (1932)",Adventure|Mystery|Thriller
7746,2.0,8302.0,"Front Page, The (1931)",Comedy|Drama|Romance
7747,4.0,8327.0,Dolls (2002),Drama|Romance
7748,3.0,8329.0,Three Came Home (1950),Drama|War
7749,3.0,8330.0,Our Man in Havana (1959),Comedy|Drama|Thriller
7750,3.0,8331.0,"Man Who Came to Dinner, The (1942)",Comedy
7751,3.0,8332.0,Sunday Bloody Sunday (1971),Drama
7752,3.0,8334.0,"Cowboys, The (1972)",Western
7753,3.0,8335.0,Make Way for Tomorrow (1937),Drama
7754,2.0,8336.0,"Major and the Minor, The (1942)",Comedy|Romance
7755,3.0,8337.0,"Caine Mutiny, The (1954)",Drama|War
7756,3.0,8338.0,Black Narcissus (1947),Drama
7757,3.0,8339.0,Damn the Defiant! (H.M.S. Defiant) (1962),Adventure|Drama
7758,3.0,8340.0,Escape from Alcatraz (1979),Drama|Thriller
7759,1.0,8341.0,Oliver Twist (1948),Adventure|Crime|Drama
7760,3.0,8359.0,Skokie (1981),Drama
7761,4.0,8360.0,Shrek 2 (2004),Adventure|Animation|Children|Comedy|Musical|Romance
7762,2.0,8361.0,"Day After Tomorrow, The (2004)",Action|Adventure|Drama|Sci-Fi|Thriller
7763,3.0,8362.0,Raising Helen (2004),Comedy|Drama|Romance
7764,4.0,8363.0,Soul Plane (2004),Comedy
7765,3.0,8364.0,Baadasssss! (How to Get the Man's Foot Outta Your Ass) (2003),Drama
7766,3.0,8365.0,"Mother, The (2003)",Drama
7767,3.0,8366.0,Saved! (2004),Comedy|Drama
7768,4.0,8367.0,"Time of the Wolf, The (Le temps du loup) (2003)",Drama
7769,5.0,8368.0,Harry Potter and the Prisoner of Azkaban (2004),Adventure|Fantasy|IMAX
7770,3.0,8369.0,Mindhunters (2004),Action|Crime|Horror|Mystery|Thriller
7771,4.0,8370.0,"Blind Swordsman: Zatoichi, The (Zatôichi) (2003)",Action|Comedy|Crime|Drama
7772,4.0,8371.0,"Chronicles of Riddick, The (2004)",Action|Sci-Fi|Thriller
7773,3.0,8372.0,Garfield: The Movie (2004),Animation|Children|Comedy
7774,4.0,8373.0,"Stepford Wives, The (2004)",Comedy|Fantasy|Thriller
7775,3.0,8374.0,Bright Future (Akarui mirai) (2003),Drama
7776,2.0,8375.0,"Hunting of the President, The (2004)",Documentary
7777,3.0,8376.0,Napoleon Dynamite (2004),Comedy
7778,1.0,8377.0,City of Joy (1992),Drama
7779,4.0,8378.0,"Doctor, The (1991)",Drama
7780,2.0,8379.0,"Dresser, The (1983)",Drama
7781,4.0,8380.0,Father Hood (1993),Comedy
7782,3.0,8381.0,For Me and My Gal (1942),Drama|Musical|Romance
7783,3.0,8382.0,Hello Again (1987),Comedy
7784,3.0,8383.0,Hope Springs (2003),Comedy|Romance
7785,1.0,8384.0,Love Finds Andy Hardy (1938),Comedy|Romance
7786,3.0,8385.0,Lover Come Back (1961),Comedy|Romance
7787,3.0,8387.0,Police Academy: Mission to Moscow (1994),Comedy|Crime
7788,4.0,8388.0,Ring of Bright Water (1969),Comedy|Drama
7789,3.0,8391.0,Big Wednesday (1978),Comedy|Drama
7790,3.0,8392.0,Fool for Love (1985),Drama
7791,4.0,8393.0,Give My Regards to Broad Street (1984),Drama|Musical
7792,3.0,8394.0,"Hi-Line, The (1999)",Drama
7793,3.0,8395.0,"Last of Sheila, The (1973)",Crime|Mystery|Thriller
7794,2.0,8397.0,"Playboys, The (1992)",Drama|Romance
7795,2.0,8398.0,Star! (1968),Musical
7796,3.0,8399.0,We're Not Married! (1952),Comedy|Romance
7797,3.0,8400.0,Wish You Were Here (1987),Comedy|Drama
7798,4.0,8401.0,"Adventures of Sherlock Holmes, The (1939)",Crime|Mystery|Thriller
7799,4.0,8402.0,Book of Love (1990),Comedy|Romance
7800,4.0,8403.0,Helen of Troy (1956),Action|Adventure|Drama|Romance|War
7801,3.0,8404.0,"Hound of the Baskervilles, The (1939)",Crime|Mystery|Thriller
7802,3.0,8405.0,Hour of the Wolf (Vargtimmen) (1968),Drama|Horror
7803,3.0,8407.0,"Molly Maguires, The (1970)",Drama
7804,3.0,8410.0,Suddenly (1954),Crime|Drama|Film-Noir
7805,3.0,8411.0,Urban Ghost Story (1998),Drama
7806,3.0,8420.0,Possessed (1947),Drama|Film-Noir
7807,3.0,8421.0,Dying of Laughter (Muertos de Risa) (1999),Comedy
7808,1.0,8422.0,Kings Row (1942),Drama|Romance
7809,3.0,8423.0,"Kid Brother, The (1927)",Children|Comedy|Romance
7810,3.0,8424.0,"Divorcee, The (1930)",Drama|Romance
7811,3.0,8425.0,Meet the Applegates (1991),Comedy
7812,2.0,8426.0,Robot Carnival (Roboto kânibauru) (1987),Animation|Comedy|Drama|Fantasy|Sci-Fi
7813,2.0,8427.0,Americathon (1979),Comedy|Sci-Fi
7814,3.0,8444.0,"Chipmunk Adventure, The (1987)",Adventure|Animation|Children|Comedy|Fantasy|Musical
7815,3.0,8446.0,Sands of Iwo Jima (1949),Action|Drama|Romance|War
7816,3.0,8447.0,This Island Earth (1955),Sci-Fi
7817,3.0,8448.0,ComDads (les Compères) (1983),Comedy|Crime
7818,3.0,8450.0,Anthony Adverse (1936),Adventure|Romance
7819,3.0,8451.0,Blackboard Jungle (1955),Drama
7820,4.0,8452.0,Moment by Moment (1978),Drama|Romance
7821,3.0,8453.0,It Had to Be You (2000),Comedy|Romance
7822,4.0,8454.0,Luna Papa (1999),Comedy|Drama|Fantasy
7823,3.0,8455.0,"Long Way Home, The (1997)",Documentary
7824,4.0,8456.0,Investigation of a Citizen Above Suspicion (Indagine su un cittadino al di sopra di ogni sospetto) (1970),Crime|Drama|Thriller
7825,4.0,8457.0,True Love (1989),Comedy
7826,4.0,8458.0,To Each His Own (1946),Drama
7827,3.0,8459.0,"Heiress, The (1949)",Drama|Romance
7828,4.0,8460.0,State Fair (1945),Musical|Romance
7829,4.0,8461.0,Dragon Seed (1944),Drama
7830,1.0,8462.0,Executive Suite (1954),Drama
7831,3.0,8463.0,Johnny Belinda (1948),Drama
7832,3.0,8464.0,Super Size Me (2004),Comedy|Documentary|Drama
7833,3.0,8465.0,Johnny Eager (1942),Crime|Drama|Film-Noir|Romance
7834,3.0,8469.0,None But the Lonely Heart (1944),Drama|Romance
7835,4.0,8477.0,"Pier, The (Jetée, La) (1962)",Romance|Sci-Fi
7836,5.0,8478.0,"Distant Voices, Still Lives (1988)",Drama
7837,5.0,8480.0,"King of Kings, The (1927)",Drama
7838,3.0,8481.0,Northwest Passage (1940),Action|Adventure|Drama|Romance|Thriller|Western
7839,5.0,8482.0,"Picture of Dorian Gray, The (1945)",Drama|Fantasy|Horror
7840,3.0,8483.0,"Born Losers, The (1967)",Action|Drama|Thriller
7841,4.0,8484.0,"Human Condition I, The (Ningen no joken I) (1959)",Drama|War
7842,5.0,8485.0,Samsara (2001),Adventure|Drama|Romance
7843,4.0,8486.0,Bachelor Mother (1939),Comedy|Romance
7844,5.0,8487.0,Please Don't Eat the Daisies (1960),Children|Comedy|Musical
7845,5.0,8488.0,Siddhartha (1972),Drama
7846,5.0,8491.0,White Heat (1949),Crime|Drama|Film-Noir
7847,5.0,8492.0,"Christmas Carol, A (Scrooge) (1951)",Drama|Fantasy
7848,3.0,8493.0,Memphis Belle (1990),Action|Drama|War
7849,4.0,8494.0,"Cincinnati Kid, The (1965)",Drama
7850,4.0,8495.0,Animal Factory (2000),Crime|Drama
7851,3.0,8496.0,"Panic in Needle Park, The (1971)",Drama|Romance
7852,5.0,8499.0,Pretty Baby (1978),Drama
7853,3.0,8500.0,Godzilla vs. Mechagodzilla (Gojira tai Mekagojira) (1974),Action|Horror|Sci-Fi
7854,5.0,8501.0,"Hitcher, The (1986)",Action|Thriller
7855,4.0,8502.0,Show Boat (1951),Drama|Musical|Romance
7856,3.0,8503.0,Ivanhoe (1952),Adventure|Drama|Romance
7857,3.0,8504.0,Box of Moon Light (1996),Comedy|Drama
7858,4.0,8505.0,"Eel, The (Unagi) (1997)",Drama|Romance
7859,3.0,8506.0,Fear X (2003),Mystery|Thriller
7860,4.0,8507.0,Freaks (1932),Crime|Drama|Horror
7861,4.0,8511.0,"Immigrant, The (1917)",Comedy
7862,4.0,8512.0,Silent Movie (1976),Comedy
7863,5.0,8516.0,"Matter of Life and Death, A (Stairway to Heaven) (1946)",Drama|Fantasy|Romance
7864,3.0,8518.0,Anna Christie (1930),Drama
7865,3.0,8519.0,"Bat People, The (1974)",Comedy|Drama|Horror|Sci-Fi
7866,3.0,8520.0,Deep Cover (1992),Action|Crime|Thriller
7867,2.0,8521.0,Dr. Jekyll and Mr. Hyde (1931),Drama|Horror
7868,5.0,8522.0,My Little Chickadee (1940),Comedy|Western
7869,3.0,8524.0,"High and the Mighty, The (1954)",Drama
7870,3.0,8525.0,"Ugly Dachshund, The (1966)",Children|Comedy
7871,5.0,8526.0,Around the World in 80 Days (2004),Adventure|Children|Comedy
7872,4.0,8527.0,I'll Sleep When I'm Dead (2003),Crime|Drama
7873,1.0,8528.0,Dodgeball: A True Underdog Story (2004),Comedy
7874,3.0,8529.0,"Terminal, The (2004)",Comedy|Drama|Romance
7875,1.0,8530.0,Dear Frankie (2004),Drama|Romance
7876,4.0,8531.0,White Chicks (2004),Action|Comedy|Crime
7877,3.0,8532.0,"Door in the Floor, The (2004)",Drama
7878,3.0,8533.0,"Notebook, The (2004)",Drama|Romance
7879,3.0,8534.0,Two Brothers (Deux frères) (2004),Adventure|Children|Drama
7880,4.0,8535.0,De-Lovely (2004),Drama|Musical
7881,4.0,8536.0,"Intended, The (2002)",Drama|Thriller
7882,3.0,8537.0,Kaena: The Prophecy (Kaena: La prophétie) (2003),Action|Adventure|Animation|Children|Sci-Fi
7883,3.0,8540.0,Back to Bataan (1945),Drama|War
7884,3.0,8541.0,Bloodhounds of Broadway (1989),Comedy|Drama
7885,4.0,8542.0,"Day at the Races, A (1937)",Comedy|Musical
7886,3.0,8543.0,"Flying Leathernecks, The (1951)",Action|Drama|War
7887,4.0,8544.0,"Now You See Him, Now You Don't (1972)",Comedy|Sci-Fi
7888,3.0,8545.0,Plain Dirty (a.k.a. Briar Patch) (2003),Drama|Romance
7889,3.0,8571.0,Bob & Carol & Ted & Alice (1969),Comedy|Drama
7890,3.0,8572.0,"Littlest Rebel, The (1935)",Children|Drama
7891,3.0,8573.0,Reconstruction (2003),Drama|Romance
7892,4.0,8574.0,"Claymation Christmas Celebration, A (1987)",Animation|Children|Comedy|Musical
7893,3.0,8575.0,"Happenstance (Battement d'ailes du papillon, Le) (2001)",Comedy|Drama
7894,3.0,8576.0,Kopps (2003),Action|Comedy
7895,5.0,8577.0,Comandante (2003),Documentary
7896,4.0,8578.0,Undead (2003),Action|Comedy|Horror|Sci-Fi
7897,1.0,8579.0,"Scarlet and the Black, The (1983)",Action|Drama|War
7898,5.0,8580.0,Into the Woods (1991),Adventure|Comedy|Fantasy|Musical
7899,5.0,8581.0,Pirates of Silicon Valley (1999),Documentary|Drama
7900,5.0,8582.0,Manufacturing Consent: Noam Chomsky and the Media (1992),Documentary|War
7901,2.0,8583.0,"Clock, The (1945)",Adventure|Drama|Romance
7902,5.0,8584.0,Leave Her to Heaven (1945),Drama|Film-Noir
7903,4.0,8585.0,Rapa Nui (1994),Action|Adventure|Drama|Romance
7904,3.0,8586.0,Roxie Hart (1942),Comedy
7905,3.0,8587.0,Mayor of the Sunset Strip (2003),Documentary
7906,4.0,8588.0,Killing Me Softly (2002),Drama|Mystery|Romance|Thriller
7907,1.0,8589.0,Winter War (Talvisota) (1989),Drama|War
7908,5.0,8591.0,"Philadelphia Experiment, The (1984)",Adventure|Drama|Sci-Fi
7909,5.0,8592.0,"Wheeler Dealers, The (1963)",Comedy
7910,4.0,8593.0,Juice (1992),Action|Crime|Drama|Thriller
7911,1.0,8594.0,"Secret Life of Girls, The (1999)",Comedy
7912,4.0,8595.0,"Flim-Flam Man, The (1967)",Action|Adventure|Comedy
7913,2.0,8596.0,Revenge of the Pink Panther (1978),Comedy|Crime
7914,2.0,8597.0,Riders (2002),Action|Crime|Thriller
7915,2.0,8598.0,I Am Dina (2002),Crime|Drama|Mystery|Romance
7916,2.0,8599.0,"Escapist, The (2001)",Thriller
7917,3.0,8600.0,Angels with Dirty Faces (1938),Crime|Drama
7918,3.0,8601.0,Zero de conduite (Zero for Conduct) (Zéro de conduite: Jeunes diables au collège) (1933),Comedy|Drama
7919,4.0,8602.0,Shadows (1959),Drama
7920,1.0,8603.0,Coming Out (1989),Drama
7921,3.0,8604.0,Taxi (1998),Action|Comedy
7922,4.0,8605.0,Taxi 3 (2003),Action|Comedy
7923,1.0,8606.0,Pull My Daisy (1958),Comedy|Drama
7924,5.0,8607.0,Tokyo Godfathers (2003),Adventure|Animation|Drama
7925,4.0,8608.0,"Butcher, The (Boucher, Le) (1970)",Drama|Thriller
7926,4.0,8609.0,Our Hospitality (1923),Comedy
7927,3.0,8610.0,All of Me (1984),Comedy|Fantasy
7928,2.0,8611.0,"Farmer's Daughter, The (1947)",Comedy
7929,1.0,8612.0,Lassie Come Home (1943),Adventure|Children|Drama
7930,4.0,8613.0,"Time of Your Life, The (1948)",Comedy|Drama
7931,2.0,8614.0,Overboard (1987),Comedy|Romance
7932,3.0,8615.0,"Mask of Fu Manchu, The (1932)",Adventure|Horror|Sci-Fi
7933,5.0,8616.0,By the Light of the Silvery Moon (1953),Children|Musical|Romance
7934,2.0,8617.0,Butterfield 8 (1960),Drama
7935,3.0,8618.0,Johnny Guitar (1954),Drama|Western
7936,5.0,8619.0,Sister My Sister (1994),Drama
7937,1.0,8620.0,"Exterminating Angel, The (Ángel exterminador, El) (1962)",Comedy|Drama|Fantasy|Mystery
7938,4.0,8621.0,Ivans xtc. (2000),Drama
7939,5.0,8622.0,Fahrenheit 9/11 (2004),Documentary
7940,5.0,8623.0,Roxanne (1987),Comedy|Romance
7941,5.0,8624.0,Freedom Downtime (2001),Adventure|Crime|Documentary
7942,4.0,8625.0,"Same River Twice, The (2003)",Documentary
7943,4.0,8626.0,Dr. Terror's House of Horrors (1965),Horror|Sci-Fi
7944,3.0,8627.0,Confessions of a Burning Man (2003),Documentary
7945,1.0,8628.0,Search and Destroy (1995),Comedy|Drama
7946,3.0,8629.0,"Book of Life, The (1998)",Comedy|Fantasy
7947,2.0,8630.0,Such a Long Journey (1998),Drama|War
7948,1.0,8631.0,Hard Times (1975),Action|Drama
7949,1.0,8632.0,Secret Society (2002),Comedy
7950,4.0,8633.0,"Last Starfighter, The (1984)",Action|Adventure|Comedy|Sci-Fi
7951,3.0,8634.0,Tank (1984),Action|Comedy|Drama
7952,1.0,8635.0,Jungle Holocaust (Ultimo mondo cannibale) (1977),Adventure|Horror
7953,1.0,8636.0,Spider-Man 2 (2004),Action|Adventure|Sci-Fi|IMAX
7954,1.0,8637.0,America's Heart and Soul (2004),Documentary
7955,1.0,8638.0,Before Sunset (2004),Drama|Romance
